A_Name_Ch,A_Summary,A_Keywords,A_AlsoKnown,A_Geo,A_Location,A_POIGroup,A_Name_En,A_Name_Latin,A_Phylum,A_Class,A_Order,A_Family,A_Conservation,A_Distribution,A_Habitat,A_Feature,A_Behavior,A_Diet,A_Crisis,A_Interpretation,A_Theme_Name,A_Theme_URL,A_Adopt,A_Code,A_Pic01_ALT,A_Pic01_URL,A_Pic02_ALT,A_Pic02_URL,A_Pic03_ALT,A_Pic03_URL,A_Pic04_ALT,A_Pic04_URL,A_pdf01_ALT,A_pdf01_URL,A_pdf02_ALT,A_pdf02_URL,A_Voice01_ALT,A_Voice01_URL,A_Voice02_ALT,A_Voice02_URL,A_Voice03_ALT,A_Voice03_URL,A_Vedio_URL,A_Update,A_CID
赫曼氏陸龜,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,兩棲爬蟲動物館,Hermann’s tortoise,Testudo hermanni,脊索動物門,爬蟲綱,龜鱉目,陸龜科,,歐洲南部，西起西班牙東北部和法國，東到土耳其。,生活在丘陵的乾燥草原、灌叢、沙丘、岩石山坡地和海岸附近稀疏的樹林中。,體型小型，背甲高聳呈圓拱形，有兩個尾上盾片，後腳無棘刺突起，尾巴末端有一大型角質鱗片。背甲為黃褐色或深褐色，每一盾板上都有黑色的斑紋，腹甲為暗褐色或黑色，邊緣和中線為黃色。,日行性,植物、環節動物、節肢動物、軟體動物,,"赫曼氏陸龜 Hermann’s tortoise
．特徵：體型小型，背甲高聳呈圓拱形，有兩個尾上盾片，後腳無棘刺突起，尾巴末端有一大型角質鱗片。背甲為黃褐色或深褐色，每一盾板上都有黑色的斑紋，腹甲為暗褐色或黑色，邊緣和中線為黃色。
Characteristics: It is a small tortoise with a high-domed carapace that is arched and rounded. It does not have any spurs projecting from the thighs, but does have two bony plates on the tail, and a large patch of horny scutes at the tip of the tail. The carapace is yellowish brown or dark brown in color. There are black markings on every scute. The plastron is dark brown or black, with both the rim and central seam yellow. 
．分布：歐洲南部，西起西班牙東北部和法國，東到土耳其。生活在丘陵的乾燥草原、灌叢、沙丘、岩石山坡地和海岸附近稀疏的樹林中。
Distribution: It is native to the South Europe, ranging from as west as the Northeastern part of Spain and France, and as east as Turkey. It occurs to dry hilly grasslands, scrubs, sand dunes, and rocky slopes, and sparsely populated woodlands close to the coast.  
",,,,Tortoise-H,赫曼氏陸龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Tortoise-H/Tortoise-H_Pic01.jpg,,,,,,,,,,,,,,,,,,2015/11/23,83
歐洲陸龜,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,兩棲爬蟲動物館,Spur-thighed tortoise,Testudo gracea,脊索動物門,爬蟲綱,龜鱉目,陸龜科,,歐洲南部.北非及南亞，從西班牙沿地中海西向到土耳其.伊朗，南沿約旦.埃及至摩洛哥。,生活在海岸至中高海拔較乾燥的灌叢.草地與沙丘。,上喙有如鷹喙,日行性。,,,,,,,Tortoise-E,歐洲陸龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Tortoise-E/Tortoise-E_Pic01.jpg,,,,,,,,,,,,,,,,,,2015/11/23,84
緬甸岩蟒,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,兩棲爬蟲動物館,Burmese python,Python molurus bivittatus,脊索動物門,爬蟲綱,有鱗目,蟒科,,東南亞的緬甸經中南半島到中國南部，南到印尼的爪哇和蘇拉威西。,生活在闊葉樹林、灌叢、草原、紅樹林邊緣、岩石丘陵和河谷。,體型粗壯，頭部細長呈三角形，全身鱗片平滑有光澤，尾巴短。頭頂有箭頭狀的黑褐色斑紋，身體背部為黃褐色或灰棕色，上有許多不規則大型的黑褐色鞍狀斑紋，體側各有一列較小的黑褐色斑紋，腹部為白色。,夜行性,爬蟲類、鳥類、哺乳類,,"緬甸岩蟒 Burmese python
．特徵：體型粗壯，頭部細長呈三角形，全身鱗片平滑有光澤，尾巴短。頭頂有箭頭狀的黑褐色斑紋，身體背部為黃褐色或灰棕色，上有許多不規則大型的黑褐色鞍狀斑紋，體側各有一列較小的黑褐色斑紋，腹部為白色。
Characteristics: It is heavy-bodied and powerful built, with a head that’s slender and triangular-shaped, smooth and glossy body scales and a short tail. There are lance-like blackish brown markings on the head. The back is either yellowish brown or grayish covered with big and irregular, saddle-shaped blackish brown patches. There is one series of slightly smaller blackish brown patches on either side of the body, and the belly is white.   
．分布：東南亞的緬甸經中南半島到中國南部，南到印尼的爪哇和蘇拉威西。生活在闊葉樹林、灌叢、草原、紅樹林邊緣、岩石丘陵和河谷。
Distribution: It is native to Southeast Asia, founded in Myanmar through Indochina to the southern part of China, and as south as Indonesia’s Java and Sulawesi. It occurs to riparian forests, scrublands, grasslands, edges of mangrove forests, rocky foothills and river valleys. 
",,,,Python-Bur,緬甸岩蟒,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Python-Bur/Python-Bur_Pic01.jpg,,,,,,,,,,,,,,,,,,2015/11/23,85
緬甸星龜,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,兩棲爬蟲動物館,Burmese star tortoise,Geochelone platynota,脊索動物門,爬蟲綱,龜鱉目,陸龜科,CITES、農委會,南亞。緬甸南部。,生活在河流沿岸的樹林與灌叢。,,,植食性。以高纖植物為食,,,,,,Tortoise-BS,緬甸星龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Tortoise-BS/Tortoise-BS_Pic01.jpg,緬甸星龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Tortoise-BS/Tortoise-BS_Pic02.jpg,緬甸星龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Tortoise-BS/Tortoise-BS_Pic03.jpg,緬甸星龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Tortoise-BS/Tortoise-BS_Pic04.jpg,,,,,,,,,,,,2015/11/23,86
豬鼻龜,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,兩棲爬蟲動物館,Pig-nosed turtle,Carettochelys insculpta,脊索動物門,爬蟲綱,龜鱉目,豬鼻龜科,,新幾內亞南部和澳洲北部。,生活在森林內具有泥沙底質的沼澤、河流、溪流、湖泊、河口和瀉湖等溼地。,體型扁平，頭部短小，眼睛大而凸，吻部呈管狀，狀似豬鼻，背甲無盾板，由軟質皮膚包覆，四肢蹼發達呈槳狀且具有爪。頭部與背甲為灰綠色或橄欖綠色，腹部為白色或灰白色。,夜行性,植物、魚類、軟體動物、節肢動物,,"豬鼻龜 Pig-nosed turtle
．特徵：體型扁平，頭部短小，眼睛大而凸，吻部呈管狀，狀似豬鼻，背甲無盾板，由軟質皮膚包覆，四肢蹼發達呈槳狀且具有爪。頭部與背甲為灰綠色或橄欖綠色，腹部為白色或灰白色。
Characteristics: It has a flattened body, a short, small head, big bulging eyes, and a fleshy elongated snout with nostrils protruding at the end just like a pig’s. It has a carapace instead of a flat plate which is covered with continuous, soft leathery skin. The limbs are well developed with paddle-shaped flippers and are tipped with claws. Both the head and carapace are grayish green or olive in colore, and the plastron is white or grayish white. 
．分布：新幾內亞南部和澳洲北部。生活在森林內具有泥沙底質的沼澤、河流、溪流、湖泊、河口和瀉湖等溼地。
Distribution: It is native to Southern New Guinea and the Northern Territory of Australia, occurring to wetlands such as forest swamps with muddy substrates, rivers, streams lakes, estuaries and lagoons. 
",,,,Turtle-P,豬鼻龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Turtle-P/Turtle-P_Pic01.jpg,豬鼻龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Turtle-P/Turtle-P_Pic02.jpg,豬鼻龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Turtle-P/Turtle-P_Pic03.jpg,,,,,,,,,,,,,,2015/11/23,87
雙脊冠蜥,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,兩棲爬蟲動物館,Double-crested basilisk,Basiliscus plumifrons,脊索動物門,爬蟲綱,有鱗目,鬣蜥科,,中美洲的宏都拉斯、尼加拉瓜、哥斯大黎加和巴拿馬。,生活在熱帶雨林靠近溪流、河川和沼澤的樹林和灌叢中。,體型略側扁，尾巴很長，成體雄蜥的頭部、背部與尾中央有冠狀突起，雌蜥則無此冠狀突起。眼睛虹彩為橙黃色，身體為翠綠色或藍綠色，上有許多淺藍色或黃色斑點，腹部為黃綠色，尾部有黑褐色橫帶。,日行性,節肢動物、軟體動物、魚類、兩棲類、爬蟲類、植物,,"雙脊冠蜥 Double-crested basilisk
．特徵：體型略側扁，尾巴很長，成體雄蜥的頭部、背部與尾中央有冠狀突起，雌蜥則無此冠狀突起。眼睛虹彩為橙黃色，身體為翠綠色或藍綠色，上有許多淺藍色或黃色斑點，腹部為黃綠色，尾部有黑褐色橫帶。
Characteristics: It has a slightly laterally compressed body and a very long tail. Adult male has crests on the head, the back and on ridge of the tail. Female doesn’t. It has orange-yellow irises, an emerald green or bluish green body splashed with pale blue or yellow spots, and a yellowish-green underside. There are blackish brown longitudinal stripes on its tail. 
．分布：中美洲的宏都拉斯、尼加拉瓜、哥斯大黎加和巴拿馬。生活在熱帶雨林靠近溪流、河川和沼澤的樹林和灌叢中。
Distribution: It is found in Central America in Honduras, Nicaragua, Costa Rica and Panama. It occurs to woods and bushes of tropical rainforests nearby streams, rivers and swamps.
",,,,Basilisk,雙脊冠蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Basilisk/Basilisk_Pic01.jpg,雙脊冠蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Basilisk/Basilisk_Pic02.jpg,雙脊冠蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Basilisk/Basilisk_Pic03.jpg,雙脊冠蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Basilisk/Basilisk_Pic04.jpg,,,,,,,,,,,,2015/11/23,88
麗紋石龍子,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,兩棲爬蟲動物館,Elegant five-lined skink,Eumeces elegans,脊索動物門,爬蟲綱,有鱗目,石龍子科 ,,,石龍子科生活在低、中、高海拔山區和平地空曠的草地、灌叢、石堆和農墾地附近。,體型略微肥胖，全身鱗片光滑，後腿外側有不規則排列的大形鱗片。幼蜥尾巴為鮮豔的藍色，身體背部為黑色，上有五條金色縱紋延伸至尾巴基部；成蜥身體背部為褐色或灰褐色，體側有紅暗色斑紋，腹部為灰白色。,日行性,節肢動物、環節動物,,"麗紋石龍子 Elegant five-lined skink
．特徵：體型略微肥胖，全身鱗片光滑，後腿外側有不規則排列的大形鱗片。幼蜥尾巴為鮮豔的藍色，身體背部為黑色，上有五條金色縱紋延伸至尾巴基部；成蜥身體背部為褐色或灰褐色，體側有紅暗色斑紋，腹部為灰白色。
Characteristics: It is slightly pudgy built with smooth scales, and an enlarged row of disorderly scales on the ventral-side of its hind thighs. Young have a bright blue tail and black dorsal with five golden stripes extending diagonally down to the tail base. Adults are either brown or slate brown on the back, with dark red spots and stripes on the flanks. The underside is grayish white.  
．分布：石龍子科生活在低、中、高海拔山區和平地空曠的草地、灌叢、石堆和農墾地附近。
Distribution: It is native to East Asia, founded in the Southeastern China, Taiwan, the Penghu Islands and the Diaoyutai Islands. It occurs close to open vegetations, bushes, gravel piles and farmlands of both mountainous regions and flatlands at all elevations.  
",,,,Skink-EF,麗紋石龍子,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Skink-EF/Skink-EF_Pic01.jpg,麗紋石龍子,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Skink-EF/Skink-EF_Pic02.jpg,,,,,,,,,,,,,,,,2015/11/23,89
蘇利南負子蟾,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,兩棲爬蟲動物館,Elegant five-lined skink,Eumeces elegans,脊索動物門,兩棲綱,無尾目,負子蟾科,,臺灣、中國大陸東南沿海至中部及寧波一帶及日本尖閣列島。,生活在中、低海拔空曠的草叢、灌叢及礫石堆中活動。,體型肥胖，鱗片光滑，後肢大腿內側有一不規則排列的大形鱗片區，幼體尾部顏色呈鮮豔的藍色，體背為黑色，有五條金色縱紋延伸至尾基部，成體體背面為褐色或灰褐色，兩側由吻端起有紅色斑紋。,日行性,昆蟲、無脊椎動物,,"麗紋石龍子 Elegant five-lined skink
．特徵：體型肥胖，鱗片光滑，後肢大腿內側有一不規則排列的大形鱗片區，幼體尾部顏色呈鮮豔的藍色，體背為黑色，有五條金色縱紋延伸至尾基部，成體體背面為褐色或灰褐色，兩側由吻端起有紅色斑紋。
Characteristics: It is stocky and robust built with smooth scales, and an enlarged row of disorderly scales on the ventral-side of its hind thighs. Young has a bright blue tail and black dorsal with five yellowish stripes extending diagonally down to the tail base. Adults are either brown or slate brown on the back, with red stripes on both sides developing from the snout tip.  
．分布：臺灣、中國大陸東南沿海至中部及寧波一帶及日本尖閣列島。生活在中、低海拔空曠的草叢、灌叢及礫石堆中活動。
Distribution: It is found in Taiwan, Southeastern Coast to the Central and the Ningbo area in China, and Japan’s Senkaku Island. It is active and occurs to open vegetations, bushes and gravel piles of middle and low altitudes.   
",,,,Toad-S,蘇利南負子蟾,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Toad-S/Toad-S_Pic01.jpg,,,,,,,,,,,,,,,,,,2015/11/23,90
鱷龜,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,兩棲爬蟲動物館,Alligator snapping turtle,Macroclemys temminckii,脊索動物門,爬蟲綱,龜鱉目,鱷龜科,,美洲的美國東南部。,生活在較大的河流、湖泊和沼澤。,北美洲最大的淡水龜，頭大，嘴如鷹喙，背上有三列發達的鋸齒狀脊稜，在肋盾和緣盾間有一排較小的鱗片，尾巴長。全身為深褐色，常張開嘴利用粉紅色蟲狀舌頭吸引魚類前來，再突然閉口加以捕食。,夜行性,魚類,,"鱷龜 Alligator snapping turtle
．特徵：北美洲最大的淡水龜，頭大，嘴如鷹喙，背上有三列發達的鋸齒狀脊稜，在肋盾和緣盾間有一排較小的鱗片，尾巴長。全身為深褐色，常張開嘴利用粉紅色蟲狀舌頭吸引魚類前來，再突然閉口加以捕食。
Characteristics: The largest freshwater turtle in North America. It has a big head, a mouth with an eagle-like beak, and three rows of well developed, raised keels on the carapace. There is a row of smaller scales on the sides between the costal scutes and the marginal scutes. It has a long tail. The turtle’s skin is dark brown. It often dangles its pink tongue which has a wormlike projection at the tip, to attract fish into its open mouth, than snaps shut suddenly trapping the prey inside.
．分布：北美洲的美國東南部。生活在較大的河流、湖泊和沼澤。
Distribution: It is native to North America, founded in the Southeastern part of United States. It occurs to larger rivers, lakes and swamps. 
",,,,Turtle-AS,鱷龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Turtle-AS/Turtle-AS_Pic01.jpg,鱷龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Turtle-AS/Turtle-AS_Pic02.jpg,鱷龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Turtle-AS/Turtle-AS_Pic03.jpg,鱷龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Turtle-AS/Turtle-AS_Pic04.jpg,,,,,,,,,,,,2015/11/23,91
網紋蟒,,,,"MULTIPOINT ((121.5898494 24.9940697), (121.5831460 24.9945283))",兩棲爬蟲動物館;熱帶雨林區,兩棲爬蟲動物館,Reticulated python,Python reticulatus,脊索動物門,爬蟲綱,有鱗目,蟒科,無危 LC,東南亞，由印度的尼可巴群島經緬甸、中南半島、馬來半島，到印尼和菲律賓群島。,生活在熱帶雨林、草原、農耕地、濕地和河流附近。,體型細長，是世界第二大的蛇類，僅次於南美洲的綠森蚺，上唇鱗有凹陷的唇窩。頭部有三條黑細紋，一條在頭部正中，另兩條由兩眼延伸到嘴角，身體背部為灰褐色或黃褐色，有複雜的鑽石型黑褐色網狀斑紋。,夜行性,鳥類、哺乳類,,"網紋蟒 Reticulated python
．特徵：體型細長，是世界第二大的蛇類，僅次於南美洲的綠森蚺，上唇鱗有凹陷的唇窩。頭部有三條黑細紋，一條在頭部正中，另兩條由兩眼延伸到嘴角，身體背部為灰褐色或黃褐色，有複雜的鑽石型黑褐色網狀斑紋。
．分布：東南亞，由印度的尼可巴群島經緬甸、中南半島、馬來半島，到印尼和菲律賓群島。生活在熱帶雨林、草原、農耕地、濕地和河流附近。
",,,,Python-R,網紋蟒,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Python-R/Python-R_Pic01.jpg,網紋蟒,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Python-R/Python-R_Pic02.jpg,網紋蟒,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Python-R/Python-R_Pic03.jpg,網紋蟒,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Python-R/Python-R_Pic04.jpg,,,,,,,,,,,,2015/11/23,92
蘇卡達象龜,,,,"MULTIPOINT ((121.5898494 24.9940697), (121.586726 24.994559), (121.5873295 24.9946641))",兩棲爬蟲動物館;非洲動物區,兩棲爬蟲動物館,African spurred tortoise,Geochelone sulcata,脊索動物門,爬蟲綱,龜鱉目,陸龜科,,非洲的撒哈拉沙漠南部，西起塞內加爾，東至埃及。,生活在乾燥的草原、灌叢和沙漠邊緣。,體型壯碩，是世界上體型第三大的陸龜，背甲寬廣而高，前、後緣為鋸齒狀，前肢鱗片大而重疊，後腿有明顯的二或三個刺狀突起。背甲為黃褐色，盾板邊緣為深褐色，.腹甲為黃色或乳黃色。,晨昏活動,植食性。以多肉植物為主食，直接從食物中攝取所需水分。,,"蘇卡達象龜 African spurred tortoise
．特徵：體型壯碩，是世界上體型第三大的陸龜，背甲寬廣而高，前、後緣為鋸齒狀，前肢鱗片大而重疊，後腿有明顯的二或三個刺狀突起。背甲為黃褐色，盾板邊緣為深褐色，.腹甲為黃色或乳黃色。
Characteristics: It is humongous and powerful, the third largest tortoise in the world by physique. The carapace is broad and high-domed, with serrated posterior and anterior margins. The scales on the front limbs are enlarged and overlapping, and there are two or three distinct spur-like projections on the hind limbs. The carapace is yellowish brown, the scutes are dark brown on the border, and the plastron is yellow or milky yellow. 
．分布：非洲的撒哈拉沙漠南部，西起塞內加爾，東至埃及。生活在乾燥的草原、灌叢和沙漠邊緣。
Distribution: It is native to the Southern part of the Sahara Desert in Africa, from as west as Senegal to as east as Egypt. It occurs to dry grasslands, scrubs and edges of deserts. ",,,,Totoise-AP,蘇卡達象龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Totoise-AP/Totoise-AP_Pic01.jpg,蘇卡達象龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Totoise-AP/Totoise-AP_Pic02.jpg,蘇卡達象龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Totoise-AP/Totoise-AP_Pic03.jpg,蘇卡達象龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Totoise-AP/Totoise-AP_Pic04.jpg,,,,,,,,,,,,2015/11/23,93
